字頻序號,字,出現頻次,累積頻次,累積百分比	 
4388,螻,5,1980022,99.855
4389,轅,5,1980027,99.856
4390,鎂,5,1980032,99.856
4391,鮪,5,1980037,99.856
4392,麋,5,1980042,99.856
4393,彝,5,1980047,99.857
4394,繚,5,1980052,99.857
4395,藐,5,1980057,99.857
4396,蟯,5,1980062,99.857
4397,謫,5,1980067,99.858
4398,鎊,5,1980072,99.858
4399,颺,5,1980077,99.858
4400,鯽,5,1980082,99.858
4401,鏤,5,1980087,99.859
4402,騖,5,1980092,99.859
4403,孀,5,1980097,99.859
4404,鐫,5,1980102,99.859
4405,囈,5,1980107,99.86
4406,瓤,5,1980112,99.86
4407,贗,5,1980117,99.86
4408,轡,5,1980122,99.86
4409,纓,5,1980127,99.861
4410,饞,5,1980132,99.861
4411,躪,5,1980137,99.861
4412,鱸,5,1980142,99.861
4413,伎,5,1980147,99.862
4414,坳,5,1980152,99.862
4415,芮,5,1980157,99.862
4416,峋,5,1980162,99.862
4417,柀,5,1980167,99.863
4418,苳,5,1980172,99.863
4419,唑,5,1980177,99.863
4420,挲,5,1980182,99.863
4421,酚,5,1980187,99.864
4422,摀,5,1980192,99.864
4423,酯,5,1980197,99.864
4424,敻,5,1980202,99.864
4425,熠,5,1980207,99.865
4426,蝟,5,1980212,99.865
4427,鋐,5,1980217,99.865
4428,蕁,5,1980222,99.865
4429,鴟,5,1980227,99.866
4430,擤,5,1980232,99.866
4431,謢,5,1980237,99.866
4432,鬈,5,1980242,99.866
4433,鏞,5,1980247,99.867
4434,鶇,5,1980252,99.867
4435,鶩,5,1980257,99.867
4436,驁,5,1980262,99.867
4437,鶻,5,1980267,99.868
4438,鶺,5,1980272,99.868
4439,灕,5,1980277,99.868
4440,龕,5,1980282,99.868
4441,鸝,5,1980287,99.869
4442,,4,1980291,99.869
4443,,4,1980295,99.869
4444,,4,1980299,99.869
4445,丕,4,1980303,99.869
4446,叼,4,1980307,99.87
4447,叵,4,1980311,99.87
4448,戊,4,1980315,99.87
4449,舛,4,1980319,99.87
4450,汨,4,1980323,99.87
4451,侖,4,1980327,99.871
4452,杷,4,1980331,99.871
4453,枇,4,1980335,99.871
4454,狎,4,1980339,99.871
4455,狙,4,1980343,99.871
4456,臾,4,1980347,99.872
4457,陂,4,1980351,99.872
4458,俎,4,1980355,99.872
4459,柩,4,1980359,99.872
4460,氟,4,1980363,99.872
4461,疣,4,1980367,99.873
4462,苜,4,1980371,99.873
4463,苯,4,1980375,99.873
4464,觔,4,1980379,99.873
4465,訃,4,1980383,99.873
4466,唏,4,1980387,99.874
4467,捎,4,1980391,99.874
4468,捂,4,1980395,99.874
4469,捍,4,1980399,99.874
4470,氤,4,1980403,99.874
4471,茗,4,1980407,99.875
4472,荃,4,1980411,99.875
4473,蚜,4,1980415,99.875
4474,逅,4,1980419,99.875
4475,婁,4,1980423,99.875
4476,婢,4,1980427,99.876
4477,掖,4,1980431,99.876
4478,笞,4,1980435,99.876
4479,訛,4,1980439,99.876
4480,鹵,4,1980443,99.876
4481,媛,4,1980447,99.877
4482,戟,4,1980451,99.877
4483,揹,4,1980455,99.877
4484,渤,4,1980459,99.877
4485,渙,4,1980463,99.878
4486,焙,4,1980467,99.878
4487,甥,4,1980471,99.878
4488,筑,4,1980475,99.878
4489,腆,4,1980479,99.878
4490,菅,4,1980483,99.879
4491,貽,4,1980487,99.879
4492,跛,4,1980491,99.879
4493,閎,4,1980495,99.879
4494,隍,4,1980499,99.879
4495,雯,4,1980503,99.88
4496,剿,4,1980507,99.88
4497,搽,4,1980511,99.88
4498,滇,4,1980515,99.88
4499,痱,4,1980519,99.88
4500,筮,4,1980523,99.881
4501,綏,4,1980527,99.881
4502,鉀,4,1980531,99.881
4503,鉍,4,1980535,99.881
4504,雹,4,1980539,99.881
4505,嗷,4,1980543,99.882
4506,榷,4,1980547,99.882
4507,綰,4,1980551,99.882
4508,綾,4,1980555,99.882
4509,蓑,4,1980559,99.882
4510,賒,4,1980563,99.883
4511,輓,4,1980567,99.883
4512,嬋,4,1980571,99.883
4513,碾,4,1980575,99.883
4514,磕,4,1980579,99.883
4515,蓿,4,1980583,99.884
4516,諂,4,1980587,99.884
4517,諍,4,1980591,99.884
4518,諛,4,1980595,99.884
4519,踫,4,1980599,99.884
4520,頫,4,1980603,99.885
4521,噙,4,1980607,99.885
4522,噱,4,1980611,99.885
4523,撻,4,1980615,99.885
4524,氅,4,1980619,99.885
4525,熹,4,1980623,99.886
4526,甌,4,1980627,99.886
4527,瘴,4,1980631,99.886
4528,篙,4,1980635,99.886
4529,篦,4,1980639,99.886
4530,縝,4,1980643,99.887
4531,臻,4,1980647,99.887
4532,蕈,4,1980651,99.887
4533,錚,4,1980655,99.887
4534,霑,4,1980659,99.887
4535,鞘,4,1980663,99.888
4536,嶸,4,1980667,99.888
4537,糠,4,1980671,99.888
4538,臆,4,1980675,99.888
4539,螫,4,1980679,99.888
4540,邂,4,1980683,99.889
4541,醣,4,1980687,99.889
4542,懣,4,1980691,99.889
4543,攆,4,1980695,99.889
4544,薺,4,1980699,99.889
4545,覲,4,1980703,99.89
4546,觴,4,1980707,99.89
4547,謨,4,1980711,99.89
4548,蹙,4,1980715,99.89
4549,邇,4,1980719,99.89
4550,黠,4,1980723,99.891
4551,瀨,4,1980727,99.891
4552,璽,4,1980731,99.891
4553,纂,4,1980735,99.891
4554,躅,4,1980739,99.891
4555,囀,4,1980743,99.892
4556,櫺,4,1980747,99.892
4557,癩,4,1980751,99.892
4558,躋,4,1980755,99.892
4559,麝,4,1980759,99.892
4560,孿,4,1980763,99.893
4561,躑,4,1980767,99.893
4562,鱔,4,1980771,99.893
4563,靄,4,1980775,99.893
4564,鸞,4,1980779,99.893
4565,圮,4,1980783,99.894
4566,劭,4,1980787,99.894
4567,坌,4,1980791,99.894
4568,忑,4,1980795,99.894
4569,忐,4,1980799,99.894
4570,忤,4,1980803,99.895
4571,沏,4,1980807,99.895
4572,芐,4,1980811,99.895
4573,侄,4,1980815,99.895
4574,囷,4,1980819,99.895
4575,囹,4,1980823,99.896
4576,坯,4,1980827,99.896
4577,枒,4,1980831,99.896
4578,珈,4,1980835,99.896
4579,哧,4,1980839,99.896
4580,栱,4,1980843,99.897
4581,桎,4,1980847,99.897
4582,荖,4,1980851,99.897
4583,悱,4,1980855,99.897
4584,掇,4,1980859,99.897
4585,掮,4,1980863,99.898
4586,淖,4,1980867,99.898
4587,脛,4,1980871,99.898
4588,啷,4,1980875,99.898
4589,嵋,4,1980879,99.898
4590,揠,4,1980883,99.899
4591,淼,4,1980887,99.899
4592,焯,4,1980891,99.899
4593,酡,4,1980895,99.899
4594,頇,4,1980899,99.899
4595,僂,4,1980903,99.9
4596,嗒,4,1980907,99.9
4597,搐,4,1980911,99.9
4598,痾,4,1980915,99.9
4599,碇,4,1980919,99.901
4600,觥,4,1980923,99.901
4601,獃,4,1980927,99.901
4602,粿,4,1980931,99.901
4603,槤,4,1980935,99.901
4604,鄯,4,1980939,99.902
4605,鋕,4,1980943,99.902
4606,圜,4,1980947,99.902
4607,廩,4,1980951,99.902
4608,澯,4,1980955,99.902
4609,燁,4,1980959,99.903
4610,縟,4,1980963,99.903
4611,螅,4,1980967,99.903
4612,殭,4,1980971,99.903
4613,臊,4,1980975,99.903
4614,隰,4,1980979,99.904
4615,嚙,4,1980983,99.904
4616,饈,4,1980987,99.904
4617,鐐,4,1980991,99.904
4618,韾,4,1980995,99.904
4619,顢,4,1980999,99.905
4620,鱒,4,1981003,99.905
4621,鑫,4,1981007,99.905
4622,,3,1981010,99.905
4623,,3,1981013,99.905
4624,刁,3,1981016,99.905
4625,尹,3,1981019,99.906
4626,爻,3,1981022,99.906
4627,丞,3,1981025,99.906
4628,夙,3,1981028,99.906
4629,汕,3,1981031,99.906
4630,艮,3,1981034,99.906
4631,佝,3,1981037,99.906
4632,佚,3,1981040,99.907
4633,刨,3,1981043,99.907
4634,囤,3,1981046,99.907
4635,囫,3,1981049,99.907
4636,妤,3,1981052,99.907
4637,邢,3,1981055,99.907
4638,酉,3,1981058,99.908
4639,佯,3,1981061,99.908
4640,佾,3,1981064,99.908
4641,卹,3,1981067,99.908
4642,呶,3,1981070,99.908
4643,忝,3,1981073,99.908
4644,杳,3,1981076,99.908
4645,枓,3,1981079,99.909
4646,歿,3,1981082,99.909
4647,姣,3,1981085,99.909
4648,庠,3,1981088,99.909
4649,恪,3,1981091,99.909
4650,洱,3,1981094,99.909
4651,洫,3,1981097,99.909
4652,甭,3,1981100,99.91
4653,胥,3,1981103,99.91
4654,胤,3,1981106,99.91
4655,胝,3,1981109,99.91
4656,閂,3,1981112,99.91
4657,倔,3,1981115,99.91
4658,冢,3,1981118,99.911
4659,圄,3,1981121,99.911
4660,奘,3,1981124,99.911
4661,宸,3,1981127,99.911
4662,崁,3,1981130,99.911
4663,桀,3,1981133,99.911
4664,浬,3,1981136,99.911
4665,浚,3,1981139,99.912
4666,烊,3,1981142,99.912
4667,珮,3,1981145,99.912
4668,珪,3,1981148,99.912
4669,疳,3,1981151,99.912
4670,秣,3,1981154,99.912
4671,紕,3,1981157,99.913
4672,胼,3,1981160,99.913
4673,訖,3,1981163,99.913
4674,婀,3,1981166,99.913
4675,崢,3,1981169,99.913
4676,庾,3,1981172,99.913
4677,涮,3,1981175,99.913
4678,蛄,3,1981178,99.914
4679,訥,3,1981181,99.914
4680,赧,3,1981184,99.914
4681,堠,3,1981187,99.914
4682,愀,3,1981190,99.914
4683,猥,3,1981193,99.914
4684,琺,3,1981196,99.914
4685,痣,3,1981199,99.915
4686,筏,3,1981202,99.915
4687,菰,3,1981205,99.915
4688,覃,3,1981208,99.915
4689,詆,3,1981211,99.915
4690,賁,3,1981214,99.915
4691,跎,3,1981217,99.916
4692,閔,3,1981220,99.916
4693,飩,3,1981223,99.916
4694,幌,3,1981226,99.916
4695,慍,3,1981229,99.916
4696,愷,3,1981232,99.916
4697,搆,3,1981235,99.916
4698,楹,3,1981238,99.917
4699,溘,3,1981241,99.917
4700,硼,3,1981244,99.917
4701,祺,3,1981247,99.917
4702,葩,3,1981250,99.917
4703,詣,3,1981253,99.917
4704,訾,3,1981256,99.917
4705,鈸,3,1981259,99.918
4706,鈾,3,1981262,99.918
4707,鳩,3,1981265,99.918
4708,僭,3,1981268,99.918
4709,摑,3,1981271,99.918
4710,摭,3,1981274,99.918
4711,暝,3,1981277,99.919
4712,槁,3,1981280,99.919
4713,漳,3,1981283,99.919
4714,漕,3,1981286,99.919
4715,睽,3,1981289,99.919
4716,膈,3,1981292,99.919
4717,蓀,3,1981295,99.919
4718,蜩,3,1981298,99.92
4719,賑,3,1981301,99.92
4720,跼,3,1981304,99.92
4721,餉,3,1981307,99.92
4722,骰,3,1981310,99.92
4723,儂,3,1981313,99.92
4724,犛,3,1981316,99.921
4725,瑾,3,1981319,99.921
4726,箴,3,1981322,99.921
4727,豌,3,1981325,99.921
4728,鋅,3,1981328,99.921
4729,駑,3,1981331,99.921
4730,骷,3,1981334,99.921
4731,橈,3,1981337,99.922
4732,燎,3,1981340,99.922
4733,瘸,3,1981343,99.922
4734,瞠,3,1981346,99.922
4735,錳,3,1981349,99.922
4736,錙,3,1981352,99.922
4737,餛,3,1981355,99.922
4738,駢,3,1981358,99.923
4739,黔,3,1981361,99.923
4740,懋,3,1981364,99.923
4741,燧,3,1981367,99.923
4742,篾,3,1981370,99.923
4743,篠,3,1981373,99.923
4744,臃,3,1981376,99.924
4745,薊,3,1981379,99.924
4746,蹉,3,1981382,99.924
4747,歟,3,1981385,99.924
4748,燾,3,1981388,99.924
4749,穠,3,1981391,99.924
4750,簫,3,1981394,99.924
4751,簣,3,1981397,99.925
4752,繕,3,1981400,99.925
4753,蹕,3,1981403,99.925
4754,鎗,3,1981406,99.925
4755,鬃,3,1981409,99.925
4756,鼬,3,1981412,99.925
4757,獺,3,1981415,99.926
4758,藪,3,1981418,99.926
4759,譁,3,1981421,99.926
4760,蹬,3,1981424,99.926
4761,巉,3,1981427,99.926
4762,礬,3,1981430,99.926
4763,蘑,3,1981433,99.926
4764,蠔,3,1981436,99.927
4765,躂,3,1981439,99.927
4766,儸,3,1981442,99.927
4767,殲,3,1981445,99.927
4768,羼,3,1981448,99.927
4769,蘚,3,1981451,99.927
4770,髏,3,1981454,99.927
4771,躓,3,1981457,99.928
4772,韁,3,1981460,99.928
4773,饕,3,1981463,99.928
4774,蠱,3,1981466,99.928
4775,蠹,3,1981469,99.928
4776,讖,3,1981472,99.928
4777,贛,3,1981475,99.929
4778,顰,3,1981478,99.929
4779,鬣,3,1981481,99.929
4780,爿,3,1981484,99.929
4781,夯,3,1981487,99.929
4782,囡,3,1981490,99.929
4783,帔,3,1981493,99.929
4784,怦,3,1981496,99.93
4785,怙,3,1981499,99.93
4786,怍,3,1981502,99.93
4787,沺,3,1981505,99.93
4788,砒,3,1981508,99.93
4789,笏,3,1981511,99.93
4790,衿,3,1981514,99.931
4791,圇,3,1981517,99.931
4792,梏,3,1981520,99.931
4793,欷,3,1981523,99.931
4794,欸,3,1981526,99.931
4795,笳,3,1981529,99.931
4796,趼,3,1981532,99.931
4797,逋,3,1981535,99.932
4798,逡,3,1981538,99.932
4799,馗,3,1981541,99.932
4800,睇,3,1981544,99.932
4801,筊,3,1981547,99.932
4802,袷,3,1981550,99.932
4803,飫,3,1981553,99.932
4804,黹,3,1981556,99.933
4805,嗝,3,1981559,99.933
4806,搯,3,1981562,99.933
4807,煠,3,1981565,99.933
4808,綃,3,1981568,99.933
4809,葚,3,1981571,99.933
4810,葺,3,1981574,99.934
4811,蜉,3,1981577,99.934
4812,詡,3,1981580,99.934
4813,遒,3,1981583,99.934
4814,酮,3,1981586,99.934
4815,熏,3,1981589,99.934
4816,箍,3,1981592,99.934
4817,綹,3,1981595,99.935
4818,蒡,3,1981598,99.935
4819,蜚,3,1981601,99.935
4820,裱,3,1981604,99.935
4821,觫,3,1981607,99.935
4822,噘,3,1981610,99.935
4823,窳,3,1981613,99.936
4824,蔻,3,1981616,99.936
4825,樨,3,1981619,99.936
4826,盦,3,1981622,99.936
4827,篝,3,1981625,99.936
4828,醐,3,1981628,99.936
4829,醍,3,1981631,99.936
4830,鴝,3,1981634,99.937
4831,璫,3,1981637,99.937
4832,璐,3,1981640,99.937
4833,皤,3,1981643,99.937
4834,襁,3,1981646,99.937
4835,觳,3,1981649,99.937
4836,蹐,3,1981652,99.937
4837,鍘,3,1981655,99.938
4838,燿,3,1981658,99.938
4839,髀,3,1981661,99.938
4840,櫫,3,1981664,99.938
4841,鏹,3,1981667,99.938
4842,臞,3,1981670,99.938
4843,鬟,3,1981673,99.939
4844,,3,1981676,99.939
4845,,3,1981679,99.939
4846,,3,1981682,99.939
4847,匕,2,1981684,99.939
4848,尸,2,1981686,99.939
4849,仃,2,1981688,99.939
4850,朴,2,1981690,99.939
4851,聿,2,1981692,99.939
4852,呃,2,1981694,99.94
4853,坏,2,1981696,99.94
4854,孚,2,1981698,99.94
4855,彤,2,1981700,99.94
4856,杓,2,1981702,99.94
4857,沅,2,1981704,99.94
4858,沂,2,1981706,99.94
4859,豕,2,1981708,99.94
4860,劾,2,1981710,99.94
4861,岫,2,1981712,99.94
4862,沱,2,1981714,99.941
4863,祁,2,1981716,99.941
4864,芯,2,1981718,99.941
4865,芾,2,1981720,99.941
4866,冑,2,1981722,99.941
4867,峒,2,1981724,99.941
4868,恫,2,1981726,99.941
4869,枰,2,1981728,99.941
4870,玷,2,1981730,99.941
4871,癸,2,1981732,99.942
4872,皈,2,1981734,99.942
4873,紆,2,1981736,99.942
4874,胛,2,1981738,99.942
4875,虻,2,1981740,99.942
4876,迨,2,1981742,99.942
4877,酊,2,1981744,99.942
4878,亳,2,1981746,99.942
4879,娉,2,1981748,99.942
4880,屘,2,1981750,99.942
4881,峴,2,1981752,99.943
4882,悌,2,1981754,99.943
4883,晁,2,1981756,99.943
4884,涌,2,1981758,99.943
4885,罟,2,1981760,99.943
4886,荀,2,1981762,99.943
4887,蚩,2,1981764,99.943
4888,蚣,2,1981766,99.943
4889,訌,2,1981768,99.943
4890,偃,2,1981770,99.943
4891,唳,2,1981772,99.944
4892,啁,2,1981774,99.944
4893,埤,2,1981776,99.944
4894,婊,2,1981778,99.944
4895,徠,2,1981780,99.944
4896,梆,2,1981782,99.944
4897,淬,2,1981784,99.944
4898,琍,2,1981786,99.944
4899,翎,2,1981788,99.944
4900,舂,2,1981790,99.944
4901,莘,2,1981792,99.945
4902,莠,2,1981794,99.945
4903,蚵,2,1981796,99.945
4904,軛,2,1981798,99.945
4905,雩,2,1981800,99.945
4906,喫,2,1981802,99.945
4907,媧,2,1981804,99.945
4908,崴,2,1981806,99.945
4909,廄,2,1981808,99.945
4910,愎,2,1981810,99.945
4911,晷,2,1981812,99.946
4912,氮,2,1981814,99.946
4913,湎,2,1981816,99.946
4914,皴,2,1981818,99.946
4915,翕,2,1981820,99.946
4916,萋,2,1981822,99.946
4917,萸,2,1981824,99.946
4918,蛐,2,1981826,99.946
4919,逶,2,1981828,99.946
4920,鈑,2,1981830,99.946
4921,飧,2,1981832,99.947
4922,塋,2,1981834,99.947
4923,嵯,2,1981836,99.947
4924,愆,2,1981838,99.947
4925,楫,2,1981840,99.947
4926,滓,2,1981842,99.947
4927,牒,2,1981844,99.947
4928,猷,2,1981846,99.947
4929,筧,2,1981848,99.947
4930,絛,2,1981850,99.947
4931,葭,2,1981852,99.948
4932,葆,2,1981854,99.948
4933,蜈,2,1981856,99.948
4934,裘,2,1981858,99.948
4935,酩,2,1981860,99.948
4936,塹,2,1981862,99.948
4937,嫗,2,1981864,99.948
4938,嫘,2,1981866,99.948
4939,嫣,2,1981868,99.948
4940,幗,2,1981870,99.948
4941,槃,2,1981872,99.949
4942,箝,2,1981874,99.949
4943,箸,2,1981876,99.949
4944,遛,2,1981878,99.949
4945,鉸,2,1981880,99.949
4946,靼,2,1981882,99.949
4947,劊,2,1981884,99.949
4948,撚,2,1981886,99.949
4949,樅,2,1981888,99.949
4950,熨,2,1981890,99.949
4951,獗,2,1981892,99.95
4952,畿,2,1981894,99.95
4953,瞑,2,1981896,99.95
4954,瞋,2,1981898,99.95
4955,篌,2,1981900,99.95
4956,羯,2,1981902,99.95
4957,踟,2,1981904,99.95
4958,儔,2,1981906,99.95
4959,劓,2,1981908,99.95
4960,噫,2,1981910,99.95
4961,嬴,2,1981912,99.951
4962,瞟,2,1981914,99.951
4963,磬,2,1981916,99.951
4964,縑,2,1981918,99.951
4965,縉,2,1981920,99.951
4966,蕞,2,1981922,99.951
4967,褫,2,1981924,99.951
4968,錕,2,1981926,99.951
4969,靛,2,1981928,99.951
4970,頷,2,1981930,99.951
4971,櫛,2,1981932,99.952
4972,殮,2,1981934,99.952
4973,濠,2,1981936,99.952
4974,獰,2,1981938,99.952
4975,窿,2,1981940,99.952
4976,糝,2,1981942,99.952
4977,繅,2,1981944,99.952
4978,罄,2,1981946,99.952
4979,轂,2,1981948,99.952
4980,鍬,2,1981950,99.952
4981,颶,2,1981952,99.953
4982,燻,2,1981954,99.953
4983,癘,2,1981956,99.953
4984,瞽,2,1981958,99.953
4985,簞,2,1981960,99.953
4986,聶,2,1981962,99.953
4987,邈,2,1981964,99.953
4988,餾,2,1981966,99.953
4989,餿,2,1981968,99.953
4990,鵠,2,1981970,99.954
4991,籀,2,1981972,99.954
4992,羶,2,1981974,99.954
4993,襠,2,1981976,99.954
4994,醮,2,1981978,99.954
4995,饉,2,1981980,99.954
4996,鶉,2,1981982,99.954
4997,鵪,2,1981984,99.954
4998,礪,2,1981986,99.954
4999,臚,2,1981988,99.954
5000,譟,2,1981990,99.955
5001,醴,2,1981992,99.955
5002,鰓,2,1981994,99.955
5003,鼯,2,1981996,99.955
5004,蠡,2,1981998,99.955
5005,襬,2,1982000,99.955
5006,驃,2,1982002,99.955
5007,鱉,2,1982004,99.955
5008,鑠,2,1982006,99.955
5009,鱖,2,1982008,99.955
5010,癲,2,1982010,99.956
5011,衢,2,1982012,99.956
5012,讒,2,1982014,99.956
5013,髖,2,1982016,99.956
5014,囟,2,1982018,99.956
5015,忒,2,1982020,99.956
5016,杌,2,1982022,99.956
5017,汱,2,1982024,99.956
5018,汩,2,1982026,99.956
5019,咂,2,1982028,99.956
5020,呯,2,1982030,99.957
5021,妲,2,1982032,99.957
5022,戔,2,1982034,99.957
5023,旻,2,1982036,99.957
5024,泫,2,1982038,99.957
5025,矸,2,1982040,99.957
5026,矻,2,1982042,99.957
5027,侲,2,1982044,99.957
5028,茍,2,1982046,99.957
5029,恓,2,1982048,99.957
5030,拏,2,1982050,99.958
5031,昵,2,1982052,99.958
5032,昴,2,1982054,99.958
5033,殄,2,1982056,99.958
5034,氡,2,1982058,99.958
5035,珂,2,1982060,99.958
5036,疪,2,1982062,99.958
5037,眄,2,1982064,99.958
5038,眊,2,1982066,99.958
5039,耷,2,1982068,99.958
5040,倬,2,1982070,99.959
5041,捅,2,1982072,99.959
5042,桉,2,1982074,99.959
5043,烔,2,1982076,99.959
5044,狺,2,1982078,99.959
5045,茯,2,1982080,99.959
5046,荇,2,1982082,99.959
5047,蚍,2,1982084,99.959
5048,豇,2,1982086,99.959
5049,趵,2,1982088,99.959
5050,偈,2,1982090,99.96
5051,啥,2,1982092,99.96
5052,婕,2,1982094,99.96
5053,罣,2,1982096,99.96
5054,荳,2,1982098,99.96
5055,荿,2,1982100,99.96
5056,趿,2,1982102,99.96
5057,喑,2,1982104,99.96
5058,喁,2,1982106,99.96
5059,堞,2,1982108,99.96
5060,惄,2,1982110,99.961
5061,掰,2,1982112,99.961
5062,棱,2,1982114,99.961
5063,棼,2,1982116,99.961
5064,椋,2,1982118,99.961
5065,氰,2,1982120,99.961
5066,菘,2,1982122,99.961
5067,菖,2,1982124,99.961
5068,詎,2,1982126,99.961
5069,趄,2,1982128,99.961
5070,亶,2,1982130,99.962
5071,傴,2,1982132,99.962
5072,嗖,2,1982134,99.962
5073,塍,2,1982136,99.962
5074,嫄,2,1982138,99.962
5075,嵊,2,1982140,99.962
5076,椹,2,1982142,99.962
5077,痼,2,1982144,99.962
5078,祼,2,1982146,99.962
5079,粲,2,1982148,99.962
5080,趑,2,1982150,99.963
5081,銃,2,1982152,99.963
5082,墘,2,1982154,99.963
5083,愨,2,1982156,99.963
5084,慓,2,1982158,99.963
5085,戩,2,1982160,99.963
5086,撂,2,1982162,99.963
5087,槎,2,1982164,99.963
5088,殞,2,1982166,99.963
5089,漈,2,1982168,99.963
5090,瘖,2,1982170,99.964
5091,箜,2,1982172,99.964
5092,蒺,2,1982174,99.964
5093,蒴,2,1982176,99.964
5094,蒔,2,1982178,99.964
5095,裾,2,1982180,99.964
5096,嬏,2,1982182,99.964
5097,槿,2,1982184,99.964
5098,澇,2,1982186,99.964
5099,璇,2,1982188,99.965
5100,磔,2,1982190,99.965
5101,篋,2,1982192,99.965
5102,箬,2,1982194,99.965
5103,翬,2,1982196,99.965
5104,蓽,2,1982198,99.965
5105,虢,2,1982200,99.965
5106,踮,2,1982202,99.965
5107,醅,2,1982204,99.965
5108,鋌,2,1982206,99.965
5109,閰,2,1982208,99.966
5110,靚,2,1982210,99.966
5111,頦,2,1982212,99.966
5112,嬗,2,1982214,99.966
5113,暾,2,1982216,99.966
5114,殫,2,1982218,99.966
5115,潞,2,1982220,99.966
5116,獪,2,1982222,99.966
5117,螄,2,1982224,99.966
5118,諢,2,1982226,99.966
5119,髹,2,1982228,99.967
5120,懨,2,1982230,99.967
5121,癈,2,1982232,99.967
5122,篳,2,1982234,99.967
5123,罅,2,1982236,99.967
5124,薏,2,1982238,99.967
5125,蟊,2,1982240,99.967
5126,螽,2,1982242,99.967
5127,謅,2,1982244,99.967
5128,謇,2,1982246,99.967
5129,蹓,2,1982248,99.968
5130,鎏,2,1982250,99.968
5131,騃,2,1982252,99.968
5132,瀅,2,1982254,99.968
5133,簟,2,1982256,99.968
5134,蟳,2,1982258,99.968
5135,謳,2,1982260,99.968
5136,謾,2,1982262,99.968
5137,醯,2,1982264,99.968
5138,鎌,2,1982266,99.968
5139,鯁,2,1982268,99.969
5140,鵜,2,1982270,99.969
5141,瀧,2,1982272,99.969
5142,艤,2,1982274,99.969
5143,藜,2,1982276,99.969
5144,鎩,2,1982278,99.969
5145,鯗,2,1982280,99.969
5146,鵯,2,1982282,99.969
5147,蘢,2,1982284,99.969
5148,鐙,2,1982286,99.969
5149,衊,2,1982288,99.97
5150,躕,2,1982290,99.97
5151,鬻,2,1982292,99.97
5152,鱈,2,1982294,99.97
5153,攥,2,1982296,99.97
5154,讎,2,1982298,99.97
5155,鷯,2,1982300,99.97
5156,鷦,2,1982302,99.97
5157,鷴,2,1982304,99.97
5158,囍,2,1982306,99.97
5159,鑱,2,1982308,99.971
5160,靉,2,1982310,99.971
5161,,2,1982312,99.971
5162,,1,1982313,99.971
5163,な,1,1982314,99.971
5164,,1,1982315,99.971
5165,,1,1982316,99.971
5166,,1,1982317,99.971
5167,,1,1982318,99.971
5168,,1,1982319,99.971
5169,,1,1982320,99.971
5170,,1,1982321,99.971
5171,,1,1982322,99.971
5172,弋,1,1982323,99.971
5173,刈,1,1982324,99.971
5174,卮,1,1982325,99.971
5175,叻,1,1982326,99.971
5176,朮,1,1982327,99.972
5177,疋,1,1982328,99.972
5178,伕,1,1982329,99.972
5179,仳,1,1982330,99.972
5180,刎,1,1982331,99.972
5181,圩,1,1982332,99.972
5182,妁,1,1982333,99.972
5183,汛,1,1982334,99.972
5184,汎,1,1982335,99.972
5185,糸,1,1982336,99.972
5186,耒,1,1982337,99.972
5187,虫,1,1982338,99.972
5188,佗,1,1982339,99.972
5189,岐,1,1982340,99.972
5190,忸,1,1982341,99.972
5191,汾,1,1982342,99.972
5192,沆,1,1982343,99.972
5193,佻,1,1982344,99.972
5194,侑,1,1982345,99.972
5195,劻,1,1982346,99.972
5196,呸,1,1982347,99.973
5197,坩,1,1982348,99.973
5198,坼,1,1982349,99.973
5199,妯,1,1982350,99.973
5200,岷,1,1982351,99.973
5201,帑,1,1982352,99.973
5202,庖,1,1982353,99.973
5203,怩,1,1982354,99.973
5204,枋,1,1982355,99.973
5205,杼,1,1982356,99.973
5206,杪,1,1982357,99.973
5207,杲,1,1982358,99.973
5208,泗,1,1982359,99.973
5209,泖,1,1982360,99.973
5210,玟,1,1982361,99.973
5211,肱,1,1982362,99.973
5212,芰,1,1982363,99.973
5213,邶,1,1982364,99.973
5214,俟,1,1982365,99.973
5215,兗,1,1982366,99.973
5216,咨,1,1982367,99.974
5217,姘,1,1982368,99.974
5218,宥,1,1982369,99.974
5219,弈,1,1982370,99.974
5220,徇,1,1982371,99.974
5221,拽,1,1982372,99.974
5222,柙,1,1982373,99.974
5223,柝,1,1982374,99.974
5224,柒,1,1982375,99.974
5225,洌,1,1982376,99.974
5226,炤,1,1982377,99.974
5227,牯,1,1982378,99.974
5228,牴,1,1982379,99.974
5229,玳,1,1982380,99.974
5230,畎,1,1982381,99.974
5231,疥,1,1982382,99.974
5232,疢,1,1982383,99.974
5233,盅,1,1982384,99.974
5234,禺,1,1982385,99.974
5235,胄,1,1982386,99.974
5236,茆,1,1982387,99.975
5237,倌,1,1982388,99.975
5238,倥,1,1982389,99.975
5239,俳,1,1982390,99.975
5240,俾,1,1982391,99.975
5241,娌,1,1982392,99.975
5242,峪,1,1982393,99.975
5243,挈,1,1982394,99.975
5244,敉,1,1982395,99.975
5245,桁,1,1982396,99.975
5246,氦,1,1982397,99.975
5247,浥,1,1982398,99.975
5248,珞,1,1982399,99.975
5249,疽,1,1982400,99.975
5250,疸,1,1982401,99.975
5251,皰,1,1982402,99.975
5252,砝,1,1982403,99.975
5253,砭,1,1982404,99.975
